period,stock_symbol,free_cash_flow,end_cash_position,begin_cash_position,changes_in_cash,operating_cashflow,cashflow_from_cont_operation
2022-08-31 00:00:00,AZO,2538744000.00,264380000.00,1171335000.00,-907461000.00,3211135000.00,3211135000.00
2021-08-31 00:00:00,AZO,2896776000.00,1171335000.00,1750815000.00,-583652000.00,3518543000.00,3518543000.00
2020-08-31 00:00:00,AZO,2262372000.00,1750815000.00,176300000.00,1578597000.00,2720108000.00,2720108000.00
2023-12-31 00:00:00,AVB,1362755000.00,530960000.00,734245000.00,-203285000.00,1560029000.00,1560029000.00
2022-12-31 00:00:00,AVB,1247227000.00,734245000.00,543788000.00,190457000.00,1421932000.00,1421932000.00
2021-12-31 00:00:00,AVB,1049935000.00,543788000.00,313532000.00,230256000.00,1203170000.00,1203170000.00
2020-12-31 00:00:00,AVB,1082579000.00,313532000.00,127614000.00,185918000.00,1219615000.00,1219615000.00
2019-12-31 00:00:00,AVB,,,,,,
2023-12-31 00:00:00,AVY,540900000.00,215000000.00,167200000.00,49800000.00,826000000.00,826000000.00
2022-12-31 00:00:00,AVY,662500000.00,167200000.00,162700000.00,13100000.00,961000000.00,961000000.00
2021-12-31 00:00:00,AVY,774700000.00,162700000.00,252300000.00,-86800000.00,1046800000.00,1046800000.00
2020-12-31 00:00:00,AVY,532700000.00,252300000.00,253700000.00,-10600000.00,751300000.00,751300000.00
2019-12-31 00:00:00,AVY,,,,,,
2023-12-31 00:00:00,AXON,128993000.00,600670000.00,355552000.00,243053000.00,189263000.00,189263000.00
2022-12-31 00:00:00,AXON,179252000.00,355552000.00,356438000.00,2494000.00,235361000.00,235361000.00
2021-12-31 00:00:00,AXON,74216000.00,356438000.00,155551000.00,202869000.00,124494000.00,124494000.00
2020-12-31 00:00:00,AXON,-34389000.00,155551000.00,172355000.00,-18780000.00,38481000.00,38481000.00
2019-12-31 00:00:00,AXON,,,,,,
2023-12-31 00:00:00,BKR,1838000000.00,2646000000.00,2488000000.00,217000000.00,3062000000.00,3062000000.00
2022-12-31 00:00:00,BKR,899000000.00,2488000000.00,3853000000.00,-1268000000.00,1888000000.00,1888000000.00
2021-12-31 00:00:00,BKR,1518000000.00,3853000000.00,4132000000.00,-232000000.00,2374000000.00,2374000000.00
2020-12-31 00:00:00,BKR,330000000.00,4132000000.00,3249000000.00,911000000.00,1304000000.00,1304000000.00
2019-12-31 00:00:00,BKR,,,,,,
2023-12-31 00:00:00,BALL,818000000.00,710000000.00,558000000.00,148000000.00,1863000000.00,1863000000.00
2022-12-31 00:00:00,BALL,-1350000000.00,558000000.00,579000000.00,,301000000.00,301000000.00
2021-12-31 00:00:00,BALL,34000000.00,579000000.00,1381000000.00,-773000000.00,1760000000.00,1760000000.00
2020-12-31 00:00:00,BALL,319000000.00,1381000000.00,1806000000.00,-351000000.00,1432000000.00,1432000000.00
2023-12-31 00:00:00,BAC,44982000000.00,333073000000.00,230203000000.00,102940000000.00,44982000000.00,44982000000.00
2022-12-31 00:00:00,BAC,-6327000000.00,230203000000.00,348221000000.00,-114895000000.00,-6327000000.00,-6327000000.00
2021-12-31 00:00:00,BAC,-7193000000.00,348221000000.00,380463000000.00,-28834000000.00,-7193000000.00,-7193000000.00
2020-12-31 00:00:00,BAC,37993000000.00,380463000000.00,161560000000.00,216147000000.00,37993000000.00,37993000000.00
2019-12-31 00:00:00,BAC,,,,,,
2023-12-31 00:00:00,BK,4692000000.00,8342000000.00,11529000000.00,-3417000000.00,5912000000.00,5912000000.00
2022-12-31 00:00:00,BK,13722000000.00,11529000000.00,9883000000.00,1288000000.00,15068000000.00,15068000000.00
2021-12-31 00:00:00,BK,1623000000.00,9883000000.00,9419000000.00,548000000.00,2838000000.00,2838000000.00
2020-12-31 00:00:00,BK,3816000000.00,9419000000.00,7267000000.00,2091000000.00,5038000000.00,5038000000.00
2019-12-31 00:00:00,BK,,,,,,
2024-01-31 00:00:00,BBWI,656000000.00,1084000000.00,1232000000.00,-147000000.00,954000000.00,954000000.00
2023-01-31 00:00:00,BBWI,816000000.00,1232000000.00,1979000000.00,-746000000.00,1144000000.00,1144000000.00
2022-01-31 00:00:00,BBWI,1222000000.00,1979000000.00,3933000000.00,-1955000000.00,1492000000.00,1492000000.00
2021-01-31 00:00:00,BBWI,1811000000.00,3933000000.00,1499000000.00,2430000000.00,2039000000.00,2039000000.00
2020-01-31 00:00:00,BBWI,,,,,,
2023-12-31 00:00:00,BAX,1034000000.00,3198000000.00,1722000000.00,1450000000.00,1726000000.00,1702000000.00
2022-12-31 00:00:00,BAX,591000000.00,1722000000.00,2956000000.00,-1158000000.00,1211000000.00,1031000000.00
2021-12-31 00:00:00,BAX,1531000000.00,2956000000.00,3736000000.00,-733000000.00,2222000000.00,2026000000.00
2020-12-31 00:00:00,BAX,1159000000.00,3736000000.00,3335000000.00,344000000.00,1868000000.00,1870000000.00
2019-12-31 00:00:00,BAX,,,,,,
2023-09-30 00:00:00,BDX,2115000000.00,1481000000.00,1159000000.00,317000000.00,2989000000.00,2990000000.00
2022-09-30 00:00:00,BDX,1661000000.00,1159000000.00,2392000000.00,-1188000000.00,2634000000.00,2471000000.00
2021-09-30 00:00:00,BDX,3454000000.00,2392000000.00,2917000000.00,-540000000.00,4648000000.00,4127000000.00
2020-09-30 00:00:00,BDX,2770000000.00,2917000000.00,590000000.00,2330000000.00,3539000000.00,2937000000.00
2024-01-31 00:00:00,BBY,675000000.00,1793000000.00,2253000000.00,-455000000.00,1470000000.00,1470000000.00
2023-01-31 00:00:00,BBY,894000000.00,2253000000.00,3205000000.00,-944000000.00,1824000000.00,1824000000.00
2022-01-31 00:00:00,BBY,2515000000.00,3205000000.00,5625000000.00,-2417000000.00,3252000000.00,3252000000.00
2021-01-31 00:00:00,BBY,4214000000.00,5625000000.00,2355000000.00,3263000000.00,4927000000.00,4927000000.00
2020-01-31 00:00:00,BBY,,,,,,
2023-12-31 00:00:00,BIO,218263000.00,404369000.00,434544000.00,-30496000.00,374943000.00,374900000.00
2022-12-31 00:00:00,BIO,80290000.00,434544000.00,471133000.00,-39570000.00,194447000.00,194400000.00
2021-12-31 00:00:00,BIO,535718000.00,471133000.00,667115000.00,-183346000.00,669464000.00,669500000.00
2020-12-31 00:00:00,BIO,476408000.00,667115000.00,662651000.00,-7963000.00,584972000.00,585000000.00
2019-12-31 00:00:00,BIO,,,,,,
2024-06-30 00:00:00,TECH,236104000.00,151791000.00,180571000.00,-26447000.00,298981000.00,298981000.00
2023-06-30 00:00:00,TECH,216149000.00,180571000.00,172567000.00,11360000.00,254393000.00,254393000.00
2022-06-30 00:00:00,TECH,280364000.00,172567000.00,199091000.00,-14432000.00,325272000.00,325272000.00
2021-06-30 00:00:00,TECH,307863000.00,199091000.00,146625000.00,46097000.00,352164000.00,352164000.00
2020-06-30 00:00:00,TECH,,,,,,
2023-12-31 00:00:00,BIIB,1235800000.00,1049900000.00,3419300000.00,-2404500000.00,1547200000.00,1547200000.00
2022-12-31 00:00:00,BIIB,1141100000.00,3419300000.00,2261400000.00,1213600000.00,1384300000.00,1384300000.00
2021-12-31 00:00:00,BIIB,3345000000.00,2261400000.00,1331200000.00,990000000.00,3639900000.00,3639900000.00
2020-12-31 00:00:00,BIIB,3678000000.00,1331200000.00,2913700000.00,-1651500000.00,4229800000.00,4229800000.00
2019-12-31 00:00:00,BIIB,,,,,,
2023-12-31 00:00:00,BLK,3821000000.00,8753000000.00,7433000000.00,1214000000.00,4165000000.00,4165000000.00
2022-12-31 00:00:00,BLK,4423000000.00,7433000000.00,9340000000.00,-1616000000.00,4956000000.00,4956000000.00
2021-12-31 00:00:00,BLK,4603000000.00,9340000000.00,8681000000.00,720000000.00,4944000000.00,4944000000.00
2020-12-31 00:00:00,BLK,3549000000.00,8681000000.00,4846000000.00,3733000000.00,3743000000.00,3743000000.00
2023-12-31 00:00:00,BA,4433000000.00,12691000000.00,14647000000.00,-1964000000.00,5960000000.00,5960000000.00
2022-12-31 00:00:00,BA,2290000000.00,14614000000.00,8104000000.00,6616000000.00,3512000000.00,3512000000.00
2021-12-31 00:00:00,BA,-4396000000.00,8052000000.00,7835000000.00,308000000.00,-3416000000.00,-3416000000.00
2020-12-31 00:00:00,BA,-19713000000.00,7752000000.00,9571000000.00,-1821000000.00,-18410000000.00,-18410000000.00
2019-12-31 00:00:00,BA,,,,,,
2023-12-31 00:00:00,BKNG,6999000000.00,12135000000.00,12251000000.00,-79000000.00,7344000000.00,7344000000.00
2022-12-31 00:00:00,BKNG,6186000000.00,12251000000.00,11152000000.00,1139000000.00,6554000000.00,6554000000.00
2021-12-31 00:00:00,BKNG,2516000000.00,11152000000.00,10582000000.00,583000000.00,2820000000.00,2820000000.00
2020-12-31 00:00:00,BKNG,-201000000.00,10582000000.00,6332000000.00,4250000000.00,85000000.00,85000000.00
2019-12-31 00:00:00,BKNG,,,,,,
2023-12-31 00:00:00,BWA,565000000.00,1534000000.00,1338000000.00,196000000.00,1397000000.00,1397000000.00
2022-12-31 00:00:00,BWA,558000000.00,1338000000.00,1844000000.00,-416000000.00,1180000000.00,1180000000.00
2021-12-31 00:00:00,BWA,694000000.00,1844000000.00,1650000000.00,197000000.00,1210000000.00,1210000000.00
2020-12-31 00:00:00,BWA,723000000.00,1650000000.00,832000000.00,755000000.00,1184000000.00,1184000000.00
2019-12-31 00:00:00,BWA,,,,,,
2023-12-31 00:00:00,BSX,1703000000.00,1055000000.00,1126000000.00,-67000000.00,2503000000.00,2504000000.00
2022-12-31 00:00:00,BSX,914000000.00,1126000000.00,2168000000.00,-1033000000.00,1526000000.00,1527000000.00
2021-12-31 00:00:00,BSX,1316000000.00,2168000000.00,1995000000.00,179000000.00,1870000000.00,1871000000.00
2020-12-31 00:00:00,BSX,1132000000.00,1995000000.00,607000000.00,1390000000.00,1508000000.00,1508000000.00
2019-12-31 00:00:00,BSX,,,,,,
2023-12-31 00:00:00,BMY,12651000000.00,11519000000.00,9325000000.00,2149000000.00,13860000000.00,13860000000.00
2022-12-31 00:00:00,BMY,11948000000.00,9325000000.00,14316000000.00,-4958000000.00,13066000000.00,13066000000.00
2021-12-31 00:00:00,BMY,15234000000.00,14316000000.00,14973000000.00,-555000000.00,16207000000.00,16207000000.00
2020-12-31 00:00:00,BMY,13299000000.00,14973000000.00,12820000000.00,2042000000.00,14052000000.00,14052000000.00
2019-12-31 00:00:00,BMY,,,,,,
2023-10-31 00:00:00,AVGO,17633000000.00,14189000000.00,12416000000.00,1773000000.00,18085000000.00,18085000000.00
2022-10-31 00:00:00,AVGO,16312000000.00,12416000000.00,12163000000.00,253000000.00,16736000000.00,16736000000.00
2021-10-31 00:00:00,AVGO,13321000000.00,12163000000.00,7618000000.00,4545000000.00,13764000000.00,13764000000.00
2020-10-31 00:00:00,AVGO,11598000000.00,7618000000.00,5055000000.00,2563000000.00,12061000000.00,12061000000.00
2019-10-31 00:00:00,AVGO,,,,,,
2024-06-30 00:00:00,BR,943200000.00,304400000.00,252300000.00,52700000.00,1056200000.00,1056200000.00
2023-06-30 00:00:00,BR,748100000.00,252300000.00,224700000.00,28200000.00,823300000.00,823300000.00
2022-06-30 00:00:00,BR,370400000.00,224700000.00,274500000.00,-37600000.00,443500000.00,443400000.00
2021-06-30 00:00:00,BR,539400000.00,274500000.00,476600000.00,-215900000.00,640100000.00,640000000.00
2020-06-30 00:00:00,BR,,,,,,
2023-12-31 00:00:00,BRO,940600000.00,2302900000.00,2033200000.00,235800000.00,1009500000.00,1009500000.00
2022-12-31 00:00:00,BRO,828800000.00,2033200000.00,1470200000.00,694200000.00,881400000.00,881400000.00
2021-12-31 00:00:00,BRO,763800000.00,1470200000.00,1271900000.00,201900000.00,808800000.00,808800000.00
2020-12-31 00:00:00,BRO,642300000.00,1271900000.00,963000000.00,308900000.00,713000000.00,713000000.00
2019-12-31 00:00:00,BRO,,,,,,
2023-12-31 00:00:00,BLDR,1830537000.00,66156000.00,80445000.00,-14289000.00,2306872000.00,2306872000.00
2022-12-31 00:00:00,BLDR,3259079000.00,80445000.00,42603000.00,37842000.00,3599231000.00,3599231000.00
2021-12-31 00:00:00,BLDR,1515658000.00,42603000.00,423806000.00,-381203000.00,1743549000.00,1743549000.00
2020-12-31 00:00:00,BLDR,147985000.00,423806000.00,14096000.00,409710000.00,260067000.00,260067000.00
2019-12-31 00:00:00,BLDR,,,,,,
2023-12-31 00:00:00,BG,2186000000.00,2623000000.00,1152000000.00,1443000000.00,3308000000.00,3308000000.00
2022-12-31 00:00:00,BG,-6104000000.00,1152000000.00,905000000.00,181000000.00,-5549000000.00,-5549000000.00
2021-12-31 00:00:00,BG,-3293000000.00,905000000.00,381000000.00,587000000.00,-2894000000.00,-2894000000.00
2020-12-31 00:00:00,BG,-3901000000.00,381000000.00,322000000.00,40000000.00,-3536000000.00,-3536000000.00
2019-12-31 00:00:00,BG,,,,,,
2023-12-31 00:00:00,BXP,1301520000.00,1612567000.00,736812000.00,875755000.00,1301520000.00,1301520000.00
2022-12-31 00:00:00,BXP,1282399000.00,736812000.00,501158000.00,235654000.00,1282399000.00,1282399000.00
2021-12-31 00:00:00,BXP,1133227000.00,501158000.00,1719329000.00,-1218171000.00,1133227000.00,1133227000.00
2020-12-31 00:00:00,BXP,1156840000.00,1719329000.00,691886000.00,1027443000.00,1156840000.00,1156840000.00
2019-12-31 00:00:00,BXP,,,,,,
2023-12-31 00:00:00,CHRW,647835000.00,145524000.00,217482000.00,-68674000.00,731946000.00,731946000.00
2022-12-31 00:00:00,CHRW,1521674000.00,217482000.00,257413000.00,-34293000.00,1650171000.00,1650171000.00
2021-12-31 00:00:00,CHRW,24033000.00,257413000.00,243796000.00,16856000.00,94955000.00,94955000.00
2020-12-31 00:00:00,CHRW,445182000.00,243796000.00,447858000.00,-213190000.00,499191000.00,499191000.00
2019-12-31 00:00:00,CHRW,,,,,,
2023-12-31 00:00:00,CDNS,1246673000.00,1008152000.00,882325000.00,133354000.00,1349176000.00,1349176000.00
2022-12-31 00:00:00,CDNS,1117679000.00,882325000.00,1088940000.00,-153789000.00,1241894000.00,1241894000.00
2021-12-31 00:00:00,CDNS,1034077000.00,1088940000.00,928432000.00,164212000.00,1100958000.00,1100958000.00
2020-12-31 00:00:00,CDNS,810109000.00,928432000.00,705210000.00,197475000.00,904922000.00,904922000.00
2019-12-31 00:00:00,CDNS,,,,,,
2023-12-31 00:00:00,CZR,515000000.00,1143000000.00,1303000000.00,-160000000.00,1809000000.00,1809000000.00
2022-12-31 00:00:00,CZR,12000000.00,1303000000.00,2021000000.00,-689000000.00,975000000.00,993000000.00
2021-12-31 00:00:00,CZR,340000000.00,2021000000.00,4280000000.00,-2291000000.00,1172000000.00,1199000000.00
2020-12-31 00:00:00,CZR,-781000000.00,4280000000.00,217000000.00,3934000000.00,-582000000.00,-561000000.00
2019-12-31 00:00:00,CZR,,,,,,
2023-12-31 00:00:00,CPT,384016000.00,268047000.00,17438000.00,250609000.00,794950000.00,794950000.00
2022-12-31 00:00:00,CPT,295281000.00,17438000.00,618980000.00,-601542000.00,744712000.00,744712000.00
2021-12-31 00:00:00,CPT,148753000.00,618980000.00,424533000.00,194447000.00,577467000.00,577467000.00
2020-12-31 00:00:00,CPT,92072000.00,424533000.00,27499000.00,397034000.00,519319000.00,519319000.00
2019-12-31 00:00:00,CPT,,,,,,
2024-07-31 00:00:00,CPB,668000000.00,108000000.00,189000000.00,-80000000.00,1185000000.00,1185000000.00
2023-07-31 00:00:00,CPB,773000000.00,189000000.00,109000000.00,80000000.00,1143000000.00,1143000000.00
2022-07-31 00:00:00,CPB,939000000.00,109000000.00,69000000.00,41000000.00,1181000000.00,1181000000.00
2021-07-31 00:00:00,CPB,760000000.00,69000000.00,859000000.00,-792000000.00,1035000000.00,1035000000.00
2020-07-31 00:00:00,CPB,,,,,,
2023-12-31 00:00:00,COF,19614000000.00,43755000000.00,31256000000.00,12499000000.00,20575000000.00,20575000000.00
2022-12-31 00:00:00,COF,12875000000.00,31256000000.00,22054000000.00,9202000000.00,13809000000.00,13812000000.00
2021-12-31 00:00:00,COF,11612000000.00,22054000000.00,40771000000.00,-18717000000.00,12310000000.00,12316000000.00
2020-12-31 00:00:00,COF,15989000000.00,40771000000.00,13749000000.00,27022000000.00,16699000000.00,16696000000.00
2019-12-31 00:00:00,COF,,,,,,
2024-06-30 00:00:00,CAH,3251000000.00,5133000000.00,4076000000.00,1066000000.00,3762000000.00,3762000000.00
2023-06-30 00:00:00,CAH,2363000000.00,4076000000.00,4745000000.00,-661000000.00,2844000000.00,2844000000.00
2022-06-30 00:00:00,CAH,2788000000.00,4745000000.00,3382000000.00,1279000000.00,3175000000.00,3175000000.00
2021-06-30 00:00:00,CAH,2029000000.00,3407000000.00,2771000000.00,734000000.00,2429000000.00,2429000000.00
2020-06-30 00:00:00,CAH,,,,,,
2024-02-29 00:00:00,KMX,-6690000.00,1250410000.00,951004000.00,299406000.00,458617000.00,458617000.00
2023-02-28 00:00:00,KMX,860622000.00,951004000.00,803618000.00,147386000.00,1283332000.00,1283332000.00
2022-02-28 00:00:00,KMX,-2857984000.00,803618000.00,771947000.00,31671000.00,-2549450000.00,-2549450000.00
2021-02-28 00:00:00,KMX,503224000.00,771947000.00,656390000.00,115557000.00,667760000.00,667760000.00
2020-02-29 00:00:00,KMX,,,,,,
2023-11-30 00:00:00,CCL,997000000.00,2436000000.00,6037000000.00,-3618000000.00,4281000000.00,4280000000.00
2022-11-30 00:00:00,CCL,-6610000000.00,6037000000.00,8976000000.00,-2860000000.00,-1670000000.00,-1668000000.00
2021-11-30 00:00:00,CCL,-7716000000.00,8976000000.00,9692000000.00,-703000000.00,-4109000000.00,-4108000000.00
2020-11-30 00:00:00,CCL,-9921000000.00,9692000000.00,530000000.00,9109000000.00,-6301000000.00,-6299000000.00
2019-11-30 00:00:00,CCL,,,,,,
2023-12-31 00:00:00,CARR,2138000000.00,10015000000.00,3527000000.00,6559000000.00,2607000000.00,2607000000.00
2022-12-31 00:00:00,CARR,1390000000.00,3520000000.00,3026000000.00,557000000.00,1743000000.00,1743000000.00
2021-12-31 00:00:00,CARR,1893000000.00,2987000000.00,3119000000.00,-17000000.00,2237000000.00,2237000000.00
2020-12-31 00:00:00,CARR,1380000000.00,3115000000.00,957000000.00,2117000000.00,1692000000.00,1692000000.00
2019-12-31 00:00:00,CARR,,,,,,
2024-06-30 00:00:00,CTLT,-59000000.00,289000000.00,280000000.00,15000000.00,268000000.00,268000000.00
2023-06-30 00:00:00,CTLT,-322000000.00,280000000.00,449000000.00,-180000000.00,254000000.00,254000000.00
2022-06-30 00:00:00,CTLT,-221000000.00,449000000.00,896000000.00,-414000000.00,439000000.00,439000000.00
2021-06-30 00:00:00,CTLT,-253000000.00,896000000.00,953000000.00,-74000000.00,433000000.00,433000000.00
2020-06-30 00:00:00,CTLT,,,,,,
2023-12-31 00:00:00,CAT,9793000000.00,6985000000.00,7013000000.00,82000000.00,12885000000.00,12885000000.00
2022-12-31 00:00:00,CAT,5167000000.00,7013000000.00,9263000000.00,-2056000000.00,7766000000.00,7766000000.00
2021-12-31 00:00:00,CAT,4726000000.00,9263000000.00,9366000000.00,-74000000.00,7198000000.00,7198000000.00
2020-12-31 00:00:00,CAT,4212000000.00,9366000000.00,8292000000.00,1087000000.00,6327000000.00,6327000000.00
2019-12-31 00:00:00,CAT,,,,,,
2023-12-31 00:00:00,CBOE,1030600000.00,1397100000.00,979900000.00,364400000.00,1075600000.00,1075600000.00
2022-12-31 00:00:00,CBOE,591300000.00,979900000.00,1092200000.00,-102300000.00,651100000.00,651100000.00
2021-12-31 00:00:00,CBOE,545800000.00,1092200000.00,1057500000.00,43800000.00,596800000.00,596800000.00
2020-12-31 00:00:00,CBOE,1411400000.00,1057500000.00,229300000.00,826600000.00,1458800000.00,1458800000.00
2019-12-31 00:00:00,CBOE,,,,,,
2023-12-31 00:00:00,CBRE,175000000.00,1371000000.00,1405000000.00,-47000000.00,480000000.00,480000000.00
2022-12-31 00:00:00,CBRE,1369000000.00,1405000000.00,2540000000.00,-969000000.00,1629000000.00,1629000000.00
2021-12-31 00:00:00,CBRE,2154000000.00,2540000000.00,2039000000.00,593000000.00,2364000000.00,2364000000.00
2020-12-31 00:00:00,CBRE,1564204000.00,2039247000.00,1093745000.00,863938000.00,1830779000.00,1830779000.00
2019-12-31 00:00:00,CBRE,,,,,,
2023-12-31 00:00:00,CDW,1450500000.00,588700000.00,315200000.00,270400000.00,1598700000.00,1598700000.00
2022-12-31 00:00:00,CDW,1208100000.00,315200000.00,258100000.00,69300000.00,1335900000.00,1335900000.00
2021-12-31 00:00:00,CDW,684600000.00,258100000.00,1410200000.00,-1152200000.00,784600000.00,784600000.00
2020-12-31 00:00:00,CDW,1156300000.00,1410200000.00,154000000.00,1252100000.00,1314300000.00,1314300000.00
2019-12-31 00:00:00,CDW,,,,,,
2023-12-31 00:00:00,CE,1331000000.00,1805000000.00,1508000000.00,309000000.00,1899000000.00,1901000000.00
2022-12-31 00:00:00,CE,1276000000.00,1508000000.00,536000000.00,968000000.00,1819000000.00,1847000000.00
2021-12-31 00:00:00,CE,1290000000.00,536000000.00,955000000.00,-404000000.00,1757000000.00,1742000000.00
2020-12-31 00:00:00,CE,979000000.00,955000000.00,463000000.00,464000000.00,1343000000.00,1338000000.00
2019-12-31 00:00:00,CE,,,,,,
2023-09-30 00:00:00,COR,3452975000.00,2752889000.00,3593539000.00,-913409000.00,3911334000.00,3911334000.00
2022-09-30 00:00:00,COR,2206770000.00,3593539000.00,3070128000.00,581871000.00,2703088000.00,2703088000.00
