period,stock_symbol,ordinary_shares_number,share_issued,total_debt,cash_and_cash_equivalents
2021-12-31 00:00:00,PYPL,1168000000.00,1300000000.00,8049000000.00,5197000000.00
2020-12-31 00:00:00,PYPL,1171691809.00,1288691809.00,8939000000.00,4794000000.00
2019-12-31 00:00:00,PYPL,,,,
2023-12-31 00:00:00,PNR,165334513.00,165334513.00,2093600000.00,170300000.00
2022-12-31 00:00:00,PNR,164542943.00,164542943.00,2399000000.00,108900000.00
2021-12-31 00:00:00,PNR,165098847.00,165098847.00,982300000.00,94500000.00
2020-12-31 00:00:00,PNR,166063551.00,166063551.00,926800000.00,82100000.00
2019-12-31 00:00:00,PNR,,,,
2023-12-31 00:00:00,PEP,1374000000.00,1867000000.00,44661000000.00,9711000000.00
2022-12-31 00:00:00,PEP,1377000000.00,1867000000.00,39554000000.00,4954000000.00
2021-12-31 00:00:00,PEP,1383000000.00,1867000000.00,40780000000.00,5596000000.00
2020-12-31 00:00:00,PEP,1380000000.00,1867000000.00,44610000000.00,8185000000.00
2019-12-31 00:00:00,PEP,,,,
2023-12-31 00:00:00,PFE,5646000000.00,9562000000.00,70845000000.00,2853000000.00
2022-12-31 00:00:00,PFE,5616000000.00,9519000000.00,34859000000.00,416000000.00
2021-12-31 00:00:00,PFE,5620000000.00,9471000000.00,36998000000.00,1944000000.00
2020-12-31 00:00:00,PFE,5567000000.00,9407000000.00,38274000000.00,1786000000.00
2019-12-31 00:00:00,PFE,,,,
2023-12-31 00:00:00,PCG,2611341348.00,2611341348.00,57733000000.00,635000000.00
2022-12-31 00:00:00,PCG,2217784948.00,2465528538.00,53539000000.00,734000000.00
2021-12-31 00:00:00,PCG,2025400540.00,2503144130.00,46168000000.00,291000000.00
2020-12-31 00:00:00,PCG,1984678673.00,1984678673.00,37947000000.00,261000000.00
2019-12-31 00:00:00,PCG,,,,
2023-12-31 00:00:00,PM,1552424531.00,2109316331.00,47909000000.00,3060000000.00
2022-12-31 00:00:00,PM,1550217711.00,2109316331.00,43123000000.00,3207000000.00
2021-12-31 00:00:00,PM,1550169993.00,2109316331.00,27806000000.00,4496000000.00
2020-12-31 00:00:00,PM,1557373731.00,2109316331.00,31536000000.00,7280000000.00
2019-12-31 00:00:00,PM,,,,
2023-12-31 00:00:00,PSX,430464662.00,654842101.00,19359000000.00,3323000000.00
2022-12-31 00:00:00,PSX,465843978.00,652373645.00,17190000000.00,6133000000.00
2021-12-31 00:00:00,PSX,438254491.00,650026318.00,14448000000.00,3147000000.00
2020-12-31 00:00:00,PSX,436871396.00,648643223.00,15893000000.00,2514000000.00
2019-12-31 00:00:00,PSX,,,,
2023-12-31 00:00:00,PNW,113424417.00,113537689.00,10303194000.00,4955000.00
2022-12-31 00:00:00,PNW,113173576.00,113247189.00,8877148000.00,4832000.00
2021-12-31 00:00:00,PNW,112926920.00,113014528.00,8184579000.00,9969000.00
2020-12-31 00:00:00,PNW,112688045.00,112760051.00,6919387000.00,59968000.00
2023-12-31 00:00:00,PNC,398029217.00,543116271.00,72737000000.00,50725000000.00
2022-12-31 00:00:00,PNC,401000000.00,543000000.00,58713000000.00,34363000000.00
2021-12-31 00:00:00,PNC,420000000.00,543000000.00,30784000000.00,82254000000.00
2020-12-31 00:00:00,PNC,423701045.00,542701045.00,37195000000.00,92190000000.00
2019-12-31 00:00:00,PNC,,,,
2023-12-31 00:00:00,POOL,38354829.00,38354829.00,1364484000.00,66540000.00
2022-12-31 00:00:00,POOL,39069419.00,39069419.00,1660825000.00,45591000.00
2021-12-31 00:00:00,POOL,40192901.00,40192901.00,1427779000.00,24321000.00
2020-12-31 00:00:00,POOL,40232210.00,40232210.00,623839000.00,34128000.00
2019-12-31 00:00:00,POOL,,,,
2023-12-31 00:00:00,PPG,235210854.00,581146136.00,6870000000.00,1514000000.00
2022-12-31 00:00:00,PPG,235073926.00,581146136.00,7635000000.00,1099000000.00
2021-12-31 00:00:00,PPG,235907026.00,581146136.00,7466000000.00,1005000000.00
2020-12-31 00:00:00,PPG,236686265.00,581146136.00,6606000000.00,1826000000.00
2019-12-31 00:00:00,PPG,,,,
2023-12-31 00:00:00,PPL,737130000.00,770013000.00,15604000000.00,331000000.00
2022-12-31 00:00:00,PPL,736487000.00,770013000.00,14228000000.00,356000000.00
2021-12-31 00:00:00,PPL,735112000.00,769890000.00,11209000000.00,3571000000.00
2020-12-31 00:00:00,PPL,768907000.00,768907000.00,15857000000.00,442000000.00
2019-12-31 00:00:00,PPL,,,,
2023-12-31 00:00:00,PFG,236438294.00,492279405.00,3992000000.00,4707700000.00
2022-12-31 00:00:00,PFG,243500000.00,489800000.00,4077700000.00,4848000000.00
2021-12-31 00:00:00,PFG,261700000.00,484900000.00,4360000000.00,2332000000.00
2020-12-31 00:00:00,PFG,273300000.00,481900000.00,4363900000.00,2849800000.00
2019-12-31 00:00:00,PFG,,,,
2024-06-30 00:00:00,PG,2357000000.00,4009200000.00,33369000000.00,9482000000.00
2023-06-30 00:00:00,PG,2362100000.00,4009200000.00,35424000000.00,8246000000.00
2022-06-30 00:00:00,PG,2393800000.00,4009200000.00,32293000000.00,7214000000.00
2021-06-30 00:00:00,PG,2429700000.00,4009200000.00,32838000000.00,10288000000.00
2020-06-30 00:00:00,PG,,,,
2023-12-31 00:00:00,PGR,585300000.00,797600000.00,6888600000.00,84900000.00
2022-12-31 00:00:00,PGR,584900000.00,797600000.00,6388300000.00,203500000.00
2021-12-31 00:00:00,PGR,584400000.00,797600000.00,4898800000.00,187100000.00
2020-12-31 00:00:00,PGR,585200000.00,797500000.00,5396100000.00,76500000.00
2019-12-31 00:00:00,PGR,,,,
2023-12-31 00:00:00,PLD,924391000.00,924391000.00,29598064000.00,530388000.00
2022-12-31 00:00:00,PLD,923142000.00,923142000.00,24514772000.00,278483000.00
2021-12-31 00:00:00,PLD,739827000.00,739827000.00,18163499000.00,556117000.00
2020-12-31 00:00:00,PLD,739381000.00,739381000.00,17336048000.00,598086000.00
2019-12-31 00:00:00,PLD,,,,
2023-12-31 00:00:00,PRU,359215973.00,666305189.00,20874000000.00,19419000000.00
2022-12-31 00:00:00,PRU,365962731.00,666305189.00,21057000000.00,17251000000.00
2021-12-31 00:00:00,PRU,376286338.00,666305189.00,19618000000.00,12888000000.00
2020-12-31 00:00:00,PRU,396437451.00,666305189.00,20948000000.00,13701000000.00
2019-12-31 00:00:00,PRU,,,,
2023-12-31 00:00:00,PEG,498000000.00,534000000.00,20406000000.00,54000000.00
2022-12-31 00:00:00,PEG,497000000.00,534000000.00,20439000000.00,465000000.00
2021-12-31 00:00:00,PEG,504000000.00,534000000.00,19629000000.00,818000000.00
2020-12-31 00:00:00,PEG,504000000.00,534000000.00,17495000000.00,543000000.00
2019-12-31 00:00:00,PEG,,,,
2023-09-30 00:00:00,PTC,118846000.00,118846000.00,1888977000.00,288103000.00
2022-09-30 00:00:00,PTC,117472000.00,117472000.00,1540203000.00,272182000.00
2021-09-30 00:00:00,PTC,117163000.00,117163000.00,1648270000.00,326532000.00
2020-09-30 00:00:00,PTC,116125000.00,116125000.00,1220337000.00,275458000.00
2023-12-31 00:00:00,PSA,175670727.00,175670727.00,9103277000.00,370002000.00
2022-12-31 00:00:00,PSA,175265668.00,175265668.00,6870826000.00,775253000.00
2021-12-31 00:00:00,PSA,175134455.00,175134455.00,7475279000.00,734599000.00
2020-12-31 00:00:00,PSA,174581742.00,174581742.00,2544992000.00,257560000.00
2019-12-31 00:00:00,PSA,,,,
2023-12-31 00:00:00,PHM,212557522.00,212557522.00,2553399000.00,1806583000.00
2022-12-31 00:00:00,PHM,225840443.00,225840443.00,2722321000.00,1053104000.00
2021-12-31 00:00:00,PHM,249325873.00,249325873.00,2747829000.00,1779088000.00
2020-12-31 00:00:00,PHM,266464063.00,266464063.00,3255488000.00,2582205000.00
2019-12-31 00:00:00,PHM,,,,
2024-03-31 00:00:00,QRVO,95798000.00,95798000.00,1988012000.00,1029258000.00
2023-03-31 00:00:00,QRVO,98649000.00,98649000.00,2048383000.00,808757000.00
2022-03-31 00:00:00,QRVO,106303000.00,106303000.00,2047098000.00,972592000.00
2021-03-31 00:00:00,QRVO,112557000.00,112557000.00,1742550000.00,1397880000.00
2020-03-31 00:00:00,QRVO,,,,
2023-12-31 00:00:00,PWR,145508549.00,173949011.00,4463697000.00,1290248000.00
2022-12-31 00:00:00,PWR,142930598.00,170638525.00,3975491000.00,428505000.00
2021-12-31 00:00:00,PWR,142633934.00,168546513.00,4002318000.00,229097000.00
2020-12-31 00:00:00,PWR,138300191.00,162710792.00,1453014000.00,184620000.00
2019-12-31 00:00:00,PWR,,,,
2023-12-31 00:00:00,VZ,4204260649.00,4291433646.00,174942000000.00,2065000000.00
2022-12-31 00:00:00,VZ,4199861388.00,4291433646.00,176331000000.00,2605000000.00
2021-12-31 00:00:00,VZ,4197798921.00,4291433646.00,177930000000.00,2921000000.00
2020-12-31 00:00:00,VZ,4138129558.00,4291433646.00,150547000000.00,22171000000.00
2019-12-31 00:00:00,VZ,,,,
2023-12-31 00:00:00,VRTX,257695221.00,257695221.00,808400000.00,10369100000.00
2022-12-31 00:00:00,VRTX,257011628.00,257011628.00,899700000.00,10504000000.00
2021-12-31 00:00:00,VRTX,254479046.00,254479046.00,967400000.00,6795000000.00
2020-12-31 00:00:00,VRTX,259890000.00,259890000.00,931900000.00,5988200000.00
2019-12-31 00:00:00,VRTX,,,,
2023-12-31 00:00:00,VTRS,1200754970.00,1221994491.00,18371200000.00,991900000.00
2022-12-31 00:00:00,VTRS,1213793231.00,1213793231.00,19527700000.00,1259900000.00
2021-12-31 00:00:00,VTRS,1209507463.00,1209507463.00,23358000000.00,701200000.00
2020-12-31 00:00:00,VTRS,1206895644.00,1206895644.00,26161000000.00,844400000.00
2019-12-31 00:00:00,VTRS,,,,
2023-12-31 00:00:00,VICI,1042702763.00,1042702763.00,17628522000.00,522574000.00
2022-12-31 00:00:00,VICI,963096563.00,963096563.00,14568973000.00,208933000.00
2021-12-31 00:00:00,VICI,628942092.00,628942092.00,4991844000.00,739614000.00
2020-12-31 00:00:00,VICI,536669722.00,536669722.00,7067415000.00,315993000.00
2019-12-31 00:00:00,VICI,,,,
2023-09-30 00:00:00,V,2068027500.00,2068027500.00,20463000000.00,16286000000.00
2022-09-30 00:00:00,V,2112583000.00,2112583000.00,22450000000.00,15689000000.00
2021-09-30 00:00:00,V,2143027500.00,2143027500.00,20977000000.00,16487000000.00
2020-09-30 00:00:00,V,2120445500.00,2120445500.00,24070000000.00,16289000000.00
2023-12-31 00:00:00,VST,351457016.00,543635172.00,14684000000.00,3485000000.00
2022-12-31 00:00:00,VST,389754870.00,537179072.00,13336000000.00,455000000.00
2021-12-31 00:00:00,VST,469072597.00,532929476.00,11009000000.00,1325000000.00
2020-12-31 00:00:00,VST,489305888.00,530349112.00,9884000000.00,406000000.00
2019-12-31 00:00:00,VST,,,,
2023-12-31 00:00:00,VMC,132100000.00,132100000.00,4385200000.00,931100000.00
2022-12-31 00:00:00,VMC,132900000.00,132900000.00,4524100000.00,161400000.00
2021-12-31 00:00:00,VMC,132700000.00,132700000.00,4522500000.00,235000000.00
2020-12-31 00:00:00,VMC,132516000.00,132516000.00,3687200000.00,1197100000.00
2019-12-31 00:00:00,VMC,,,,
2023-12-31 00:00:00,WRB,384817135.00,793521941.00,2837041000.00,1363195000.00
2022-12-31 00:00:00,WRB,396819150.00,793521942.00,2837194000.00,1449346000.00
2021-12-31 00:00:00,WRB,397756323.00,793522125.00,3267068000.00,1568843000.00
2020-12-31 00:00:00,WRB,400106587.00,793522124.00,2725334000.00,2372366000.00
2019-12-31 00:00:00,WRB,,,,
2023-12-31 00:00:00,GWW,49317402.00,109659219.00,2752000000.00,660000000.00
2022-12-31 00:00:00,GWW,50256323.00,109659219.00,2705000000.00,325000000.00
2021-12-31 00:00:00,GWW,51220205.00,109659219.00,2762000000.00,241000000.00
2020-12-31 00:00:00,GWW,52524391.00,109659219.00,2616000000.00,585000000.00
2019-12-31 00:00:00,GWW,,,,
2023-12-31 00:00:00,WAB,177800000.00,226900000.00,4069000000.00,620000000.00
2022-12-31 00:00:00,WAB,181200000.00,226900000.00,4002000000.00,541000000.00
2021-12-31 00:00:00,WAB,185800000.00,226900000.00,4058000000.00,473000000.00
2020-12-31 00:00:00,WAB,188900000.00,226900000.00,4239000000.00,599000000.00
2019-12-31 00:00:00,WAB,,,,
2023-08-31 00:00:00,WBA,863673786.00,1172513618.00,33534000000.00,728000000.00
2022-08-31 00:00:00,WBA,864639457.00,1172513618.00,35478000000.00,1358000000.00
2021-08-31 00:00:00,WBA,865373636.00,1172513618.00,33394000000.00,559000000.00
2020-08-31 00:00:00,WBA,865603519.00,1172513618.00,39591000000.00,469000000.00
2024-01-31 00:00:00,WMT,8054000001.00,8054000001.00,61321000000.00,9867000000.00
2023-01-31 00:00:00,WMT,8100000000.00,8100000000.00,58923000000.00,8625000000.00
2022-01-31 00:00:00,WMT,8283000000.00,8283000000.00,57323000000.00,14760000000.00
2021-01-31 00:00:00,WMT,8463000000.00,8463000000.00,63246000000.00,17741000000.00
2020-01-31 00:00:00,WMT,,,,
2023-09-30 00:00:00,DIS,1830000000.00,1849000000.00,49895000000.00,14182000000.00
2022-09-30 00:00:00,DIS,1781000000.00,1800000000.00,51608000000.00,11615000000.00
2021-09-30 00:00:00,DIS,1818000000.00,1837000000.00,57635000000.00,15959000000.00
2020-09-30 00:00:00,DIS,1807063365.00,1826063365.00,61539000000.00,17914000000.00
2023-12-31 00:00:00,WBD,2439000000.00,2669000000.00,43669000000.00,3780000000.00
2022-12-31 00:00:00,WBD,2430000000.00,2660000000.00,48999000000.00,3731000000.00
2021-12-31 00:00:00,WBD,505797568.00,735797568.00,14759000000.00,3905000000.00
2020-12-31 00:00:00,WBD,486512378.00,717512378.00,15404000000.00,2091000000.00
2019-12-31 00:00:00,WBD,,,,
2023-12-31 00:00:00,WM,401455243.00,630282461.00,16229000000.00,458000000.00
2022-12-31 00:00:00,WM,407886295.00,630282461.00,14984000000.00,351000000.00
2021-12-31 00:00:00,WM,416123825.00,630282461.00,13405000000.00,118000000.00
2020-12-31 00:00:00,WM,422801634.00,630282461.00,13810000000.00,553000000.00
2023-12-31 00:00:00,WAT,59176000.00,162709000.00,2442264000.00,395076000.00
2022-12-31 00:00:00,WAT,59104000.00,162425000.00,1663415000.00,480529000.00
2021-12-31 00:00:00,WAT,60728000.00,162084000.00,1601399000.00,501234000.00
2020-12-31 00:00:00,WAT,62309000.00,161666000.00,1452476000.00,436695000.00
2019-12-31 00:00:00,WAT,,,,
2023-12-31 00:00:00,WEC,315434531.00,315434531.00,18797900000.00,42900000.00
2022-12-31 00:00:00,WEC,315434531.00,315434531.00,17294500000.00,28900000.00
2021-12-31 00:00:00,WEC,315434531.00,315434531.00,15590100000.00,16300000.00
2020-12-31 00:00:00,WEC,315434531.00,315434531.00,14290800000.00,24800000.00
2019-12-31 00:00:00,WEC,,,,
2023-12-31 00:00:00,WFC,3598862582.00,5481811474.00,219471000000.00,237219000000.00
2022-12-31 00:00:00,WFC,3833804452.00,5481811474.00,195392000000.00,159157000000.00
2021-12-31 00:00:00,WFC,3885801497.00,5481811474.00,173907000000.00,234230000000.00
2020-12-31 00:00:00,WFC,4144011543.00,5481811474.00,225587000000.00,264612000000.00
2019-12-31 00:00:00,WFC,,,,
2023-12-31 00:00:00,WELL,564241181.00,566001632.00,16118779000.00,1993646000.00
2022-12-31 00:00:00,WELL,490508937.00,492283488.00,14963912000.00,631681000.00
2021-12-31 00:00:00,WELL,447239477.00,448998438.00,14676898000.00,269265000.00
2020-12-31 00:00:00,WELL,417400602.00,419124469.00,14216986000.00,1545046000.00
2019-12-31 00:00:00,WELL,,,,
2023-12-31 00:00:00,WST,73500000.00,75300000.00,309000000.00,853900000.00
2022-12-31 00:00:00,WST,74100000.00,75300000.00,317900000.00,894300000.00
2021-12-31 00:00:00,WST,74200000.00,75300000.00,325300000.00,762600000.00
2020-12-31 00:00:00,WST,74000000.00,75300000.00,325700000.00,615500000.00
2019-12-31 00:00:00,WST,,,,
2024-06-30 00:00:00,WDC,343000000.00,343000000.00,7434000000.00,1879000000.00
2023-06-30 00:00:00,WDC,322000000.00,322000000.00,7070000000.00,2023000000.00
2022-06-30 00:00:00,WDC,315000000.00,315000000.00,7022000000.00,2327000000.00
2021-06-30 00:00:00,WDC,308000000.00,312000000.00,8725000000.00,3370000000.00
2020-06-30 00:00:00,WDC,,,,
2023-12-31 00:00:00,WY,729753000.00,729753000.00,5088000000.00,1164000000.00
2022-12-31 00:00:00,WY,732794000.00,732794000.00,5075000000.00,1581000000.00
2021-12-31 00:00:00,WY,747301000.00,747301000.00,5123000000.00,1879000000.00
2020-12-31 00:00:00,WY,747384592.00,747384592.00,5501000000.00,495000000.00
2019-12-31 00:00:00,WY,,,,
2023-12-31 00:00:00,WMB,1216498672.00,1255498672.00,26462000000.00,2150000000.00
2022-12-31 00:00:00,WMB,1218000000.00,1253000000.00,22929000000.00,152000000.00
2021-12-31 00:00:00,WMB,1215000000.00,1250000000.00,23698000000.00,1680000000.00
2020-12-31 00:00:00,WMB,1213000000.00,1248000000.00,22372000000.00,142000000.00
2019-12-31 00:00:00,WMB,,,,
2023-12-31 00:00:00,WTW,102538072.00,102538072.00,5941000000.00,1424000000.00
2022-12-31 00:00:00,WTW,106756364.00,106773883.00,5479000000.00,1262000000.00
2021-12-31 00:00:00,WTW,122055815.00,122073334.00,5486000000.00,4486000000.00
2020-12-31 00:00:00,WTW,128964579.00,128982098.00,6723000000.00,2039000000.00
2019-12-31 00:00:00,WTW,,,,
2023-12-31 00:00:00,WYNN,111737245.00,132998916.00,13370086000.00,2879186000.00
2022-12-31 00:00:00,WYNN,113369439.00,132256185.00,13732016000.00,3650440000.00
2021-12-31 00:00:00,WYNN,115714943.00,131449806.00,12049733000.00,2522530000.00
2020-12-31 00:00:00,WYNN,107888336.00,123482836.00,13188894000.00,3482032000.00
2019-12-31 00:00:00,WYNN,,,,
2023-12-31 00:00:00,XEL,554941703.00,554941703.00,27514000000.00,129000000.00
2022-12-31 00:00:00,XEL,549578018.00,549578018.00,26032000000.00,111000000.00
2021-12-31 00:00:00,XEL,544025269.00,544025269.00,24736000000.00,166000000.00
2020-12-31 00:00:00,XEL,537438394.00,537438394.00,22208000000.00,129000000.00
2023-12-31 00:00:00,XYL,241600000.00,257600000.00,2390000000.00,1019000000.00
2022-12-31 00:00:00,XYL,180200000.00,196000000.00,1949000000.00,944000000.00
2021-12-31 00:00:00,XYL,180400000.00,195600000.00,2509000000.00,1349000000.00
2020-12-31 00:00:00,XYL,180400000.00,194900000.00,3147000000.00,1875000000.00
2019-12-31 00:00:00,XYL,,,,
2023-12-31 00:00:00,YUM,281000000.00,281000000.00,12031000000.00,512000000.00
2022-12-31 00:00:00,YUM,280000000.00,280000000.00,12661000000.00,367000000.00
2021-12-31 00:00:00,YUM,289000000.00,289000000.00,12127000000.00,486000000.00
2020-12-31 00:00:00,YUM,300000000.00,300000000.00,11645000000.00,730000000.00
2019-12-31 00:00:00,YUM,,,,
2023-12-31 00:00:00,ZBRA,51378862.00,72151857.00,2414000000.00,137000000.00
2022-12-31 00:00:00,ZBRA,51451500.00,72151857.00,2199000000.00,105000000.00
2021-12-31 00:00:00,ZBRA,53415275.00,72151857.00,1145000000.00,332000000.00
2020-12-31 00:00:00,ZBRA,53462082.00,72151857.00,1404000000.00,168000000.00
2019-12-31 00:00:00,ZBRA,,,,
2023-12-31 00:00:00,ZBH,205600000.00,316200000.00,5912600000.00,415800000.00
2022-12-31 00:00:00,ZBH,209000000.00,313800000.00,5868500000.00,375700000.00
2021-12-31 00:00:00,ZBH,209000000.00,312800000.00,7079300000.00,378100000.00
2020-12-31 00:00:00,ZBH,207600000.00,311400000.00,8123400000.00,802100000.00
2019-12-31 00:00:00,ZBH,,,,
2023-12-31 00:00:00,ZTS,458367358.00,501891243.00,6755000000.00,2039000000.00
2022-12-31 00:00:00,ZTS,463808059.00,501891243.00,8090000000.00,3577000000.00
2021-12-31 00:00:00,ZTS,472574090.00,501891243.00,6743000000.00,3482000000.00
2020-12-31 00:00:00,ZTS,475317751.00,501891243.00,7362000000.00,3602000000.00
2019-12-31 00:00:00,ZTS,,,,
2023-09-30 00:00:00,QCOM,1114000000.00,1114000000.00,15398000000.00,8450000000.00
2022-09-30 00:00:00,QCOM,1121000000.00,1121000000.00,15482000000.00,2773000000.00
2021-09-30 00:00:00,QCOM,1125000000.00,1125000000.00,15745000000.00,7116000000.00
2020-09-30 00:00:00,QCOM,1131000000.00,1131000000.00,15726000000.00,6707000000.00
2023-12-31 00:00:00,DGX,111434997.00,162434997.00,5498000000.00,686000000.00
2022-12-31 00:00:00,DGX,111000000.00,162000000.00,4714000000.00,315000000.00
2021-12-31 00:00:00,DGX,119000000.00,162000000.00,4773000000.00,872000000.00
2020-12-31 00:00:00,DGX,133000000.00,217000000.00,4808000000.00,1158000000.00
2019-12-31 00:00:00,DGX,,,,
2024-03-31 00:00:00,RL,63300000.00,133600000.00,2675300000.00,1662200000.00
2023-03-31 00:00:00,RL,65600000.00,132600000.00,2881900000.00,1529300000.00
2022-03-31 00:00:00,RL,69900000.00,131800000.00,3391900000.00,1863800000.00
2021-03-31 00:00:00,RL,73200000.00,131000000.00,3620500000.00,2579000000.00
2020-03-31 00:00:00,RL,,,,
2023-09-30 00:00:00,RJF,208769095.00,248728805.00,3139000000.00,9313000000.00
2022-09-30 00:00:00,RJF,215122523.00,248018564.00,3329000000.00,6178000000.00
2021-09-30 00:00:00,RJF,205738821.00,239062254.00,2895000000.00,7201000000.00
2020-09-30 00:00:00,RJF,204834838.00,238510736.00,2933000000.00,5390000000.00
2023-12-31 00:00:00,RTX,1326907000.00,1712717000.00,45239000000.00,6587000000.00
2022-12-31 00:00:00,RTX,1466240000.00,1710960000.00,33500000000.00,6220000000.00
2021-12-31 00:00:00,RTX,1493280000.00,1708065000.00,33142000000.00,7832000000.00
2020-12-31 00:00:00,RTX,1519439000.00,1706173000.00,33339000000.00,8802000000.00
2019-12-31 00:00:00,RTX,,,,
2023-12-31 00:00:00,O,752460000.00,752460000.00,21989695000.00,232923000.00
2022-12-31 00:00:00,O,660300195.00,660300195.00,18600298000.00,171102000.00
2021-12-31 00:00:00,O,591261991.00,591261991.00,15948372000.00,258579000.00
2020-12-31 00:00:00,O,361303445.00,361303445.00,8938282000.00,824476000.00
2019-12-31 00:00:00,O,,,,
2023-12-31 00:00:00,REG,184132930.00,184581070.00,4798314000.00,84971000.00
2022-12-31 00:00:00,REG,170659178.00,171124593.00,4294680000.00,66466000.00
2021-12-31 00:00:00,REG,170785107.00,171213008.00,4298008000.00,93097000.00
2020-12-31 00:00:00,REG,169220310.00,169680138.00,4521186000.00,376073000.00
2019-12-31 00:00:00,REG,,,,
2023-12-31 00:00:00,REGN,109418146.00,134918146.00,2702900000.00,2730000000.00
2022-12-31 00:00:00,REGN,109600000.00,132200000.00,2701400000.00,3105900000.00
2021-12-31 00:00:00,REGN,108674766.00,128067727.00,2699700000.00,2885600000.00
2020-12-31 00:00:00,REGN,106950910.00,123382430.00,2695700000.00,2193700000.00
2019-12-31 00:00:00,REGN,,,,
2023-12-31 00:00:00,RF,922343005.00,963375681.00,2330000000.00,6801000000.00
2022-12-31 00:00:00,RF,934491492.00,975524168.00,2284000000.00,11227000000.00
2021-12-31 00:00:00,RF,941907925.00,982940601.00,2407000000.00,29411000000.00
2020-12-31 00:00:00,RF,960474376.00,1001507052.00,3569000000.00,17956000000.00
2019-12-31 00:00:00,RF,,,,
2023-12-31 00:00:00,RSG,314636503.00,320717613.00,13069100000.00,140000000.00
2022-12-31 00:00:00,RSG,316100000.00,320300000.00,12081400000.00,143400000.00
2021-12-31 00:00:00,RSG,317200000.00,319600000.00,9831600000.00,29000000.00
2020-12-31 00:00:00,RSG,284300000.00,318800000.00,9174300000.00,38200000.00
2019-12-31 00:00:00,RSG,,,,
2024-06-30 00:00:00,RMD,146901045.00,189565112.00,873935000.00,238361000.00
2023-06-30 00:00:00,RMD,147064349.00,188900583.00,1579908000.00,227891000.00
2022-06-30 00:00:00,RMD,146410721.00,188246955.00,917550000.00,273710000.00
2021-06-30 00:00:00,RMD,145648358.00,187484592.00,793715000.00,295278000.00
2020-06-30 00:00:00,RMD,,,,
2023-12-31 00:00:00,RVTY,123426000.00,123426000.00,4065295000.00,913163000.00
2022-12-31 00:00:00,RVTY,126300000.00,126300000.00,4595461000.00,454358000.00
2021-12-31 00:00:00,RVTY,126241000.00,126241000.00,5160685000.00,603320000.00
2020-12-31 00:00:00,RVTY,112090000.00,112090000.00,2219381000.00,402036000.00
2019-12-31 00:00:00,RVTY,,,,
2023-09-30 00:00:00,ROK,114800000.00,181400000.00,3334900000.00,1071800000.00
2022-09-30 00:00:00,ROK,115200000.00,181400000.00,4183000000.00,490700000.00
2021-09-30 00:00:00,ROK,116000000.00,181400000.00,4384600000.00,662200000.00
2020-09-30 00:00:00,ROK,116200000.00,181400000.00,2363700000.00,704600000.00
2023-12-31 00:00:00,ROL,484080014.00,484080014.00,816348000.00,103825000.00
2022-12-31 00:00:00,ROL,492447997.00,492447997.00,336329000.00,95346000.00
2021-12-31 00:00:00,ROL,491911087.00,491911087.00,402760000.00,105301000.00
2020-12-31 00:00:00,ROL,491612059.00,491612059.00,417145000.00,98477000.00
2019-12-31 00:00:00,ROL,,,,
2023-12-31 00:00:00,ROP,106900000.00,108600000.00,6373400000.00,214300000.00
2022-12-31 00:00:00,ROP,106100000.00,107900000.00,6708100000.00,792800000.00
2021-12-31 00:00:00,ROP,105500000.00,107300000.00,7963300000.00,351500000.00
2020-12-31 00:00:00,ROP,104900000.00,106700000.00,9617600000.00,308300000.00
2019-12-31 00:00:00,ROP,,,,
2024-01-31 00:00:00,ROST,335172000.00,335172000.00,5747704000.00,4872446000.00
2023-01-31 00:00:00,ROST,342753000.00,342753000.00,5706447000.00,4551876000.00
2022-01-31 00:00:00,ROST,351720000.00,351720000.00,5622139000.00,4922365000.00
2021-01-31 00:00:00,ROST,356503000.00,356503000.00,5732799000.00,4819293000.00
2020-01-31 00:00:00,ROST,,,,
2023-12-31 00:00:00,RCL,256424261.00,284672386.00,22130000000.00,497000000.00
2022-12-31 00:00:00,RCL,255238717.00,283257102.00,23994000000.00,1935000000.00
2021-12-31 00:00:00,RCL,254820259.00,282703246.00,21693988000.00,2701770000.00
2020-12-31 00:00:00,RCL,237398596.00,265198371.00,19995596000.00,3684474000.00
2019-12-31 00:00:00,RCL,,,,
2023-12-31 00:00:00,SPGI,314800000.00,415000000.00,12000000000.00,1290000000.00
2022-12-31 00:00:00,SPGI,329000000.00,415000000.00,11533000000.00,1286000000.00
2021-12-31 00:00:00,SPGI,241000000.00,294000000.00,4606000000.00,6497000000.00
2020-12-31 00:00:00,SPGI,241000000.00,294000000.00,4754000000.00,4108000000.00
2019-12-31 00:00:00,SPGI,,,,
2024-01-31 00:00:00,CRM,971000000.00,1035000000.00,12588000000.00,8472000000.00
2023-01-31 00:00:00,CRM,981000000.00,1009000000.00,14088000000.00,7016000000.00
2022-01-31 00:00:00,CRM,989000000.00,989000000.00,13985000000.00,5464000000.00
2021-01-31 00:00:00,CRM,919000000.00,919000000.00,6281000000.00,6195000000.00
2020-01-31 00:00:00,CRM,,,,
2023-12-31 00:00:00,SBAC,108050000.00,108050000.00,14463465000.00,208547000.00
2022-12-31 00:00:00,SBAC,107997000.00,107997000.00,15171155000.00,143708000.00
2021-12-31 00:00:00,SBAC,108956000.00,108956000.00,14522544000.00,367278000.00
2020-12-31 00:00:00,SBAC,109819000.00,109819000.00,13426196000.00,308560000.00
2019-12-31 00:00:00,SBAC,,,,
